92,64,53
194,156,143
106,140,189
66,98,53
137,134,190
114,203,197
214,124,38
70,93,197
203,81,96
74,43,102
160,203,74
218,165,37
40,59,178
63,167,88
183,43,43
228,210,52
201,87,159
47,158,204
224,235,241
197,210,218
170,181,189
121,128,136
71,78,84
26,27,29
